id,id_empresa,ativo,pessoa,fantasia,razao,nome,documento,ie,telefone1,telefone2,email,site,cep,estado,codigo_cidade,cidade,bairro,endereco,numero,complemento,observacoes,deletado
174,174,1,0,MATERIAIS P/CONSTRUCAO-MONACO,MATERIAIS P/CONSTRUCAO-MONACO,MATERIAIS P/CONSTRUCAO-MONACO,NULL,NULL,(16) 3372 - 2922,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
175,175,1,0,FERRAMENTA-VIMALTEC,FERRAMENTA-VIMALTEC,FERRAMENTA-VIMALTEC,NULL,NULL,(11) 6941 - 8612,(11) 6197 - 3026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
176,176,1,0,MADEIREIRA-EXPANSAO,MADEIREIRA-EXPANSAO,MADEIREIRA-EXPANSAO,NULL,NULL,(16) 3361 - 2835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
177,177,1,0,LUBRIFICANTES-ATLAS,LUBRIFICANTES-ATLAS,LUBRIFICANTES-ATLAS,NULL,NULL,(08) 0077 - 0335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
178,178,1,0,CACAMBA-ALO ENTULHO,CACAMBA-ALO ENTULHO,CACAMBA-ALO ENTULHO,NULL,NULL,(16) 3371 - 2391,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,JD BICAO,R MARIA CONSUELO BRNADAO TOLENTINO 212,NULL,NULL,NULL,0
179,179,1,0,AUTO ELETRICO-VIEIRA ,AUTO ELETRICO-VIEIRA ,AUTO ELETRICO-VIEIRA ,NULL,NULL,(16) 9704 - 4868,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
180,180,1,0,AUTO MECANICA-LEIVA ,AUTO MECANICA-LEIVA ,AUTO MECANICA-LEIVA ,NULL,NULL,(16) 3368 - 3380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
181,181,1,0,SUPERMERCADO-EXTRA,SUPERMERCADO-EXTRA,SUPERMERCADO-EXTRA,NULL,NULL,(__) 3371 - 2116,(__) 3372 - 5891,cris_esporte@hotmail.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,CRISTINA AMARAL 016-991206505/33732000 WELLINTON OU ELIAS,0
185,185,1,0,AUTENTIC MAQUINAS AUTOMOTIVAS,EQUIPAMENTOS/VENDA-AUTENTIC,EQUIPAMENTOS/VENDA-AUTENTIC,NULL,NULL,(16) 3628 - 2116,NULL,NULL,NULL,14075-220,SP,NULL,RIBEIRAO PRETO,VILA MARIANA ,R GUIANA FRANCESA 785,NULL,NULL,LUIS 991048903 OU DALVO,0
187,187,1,0,CHUMBO-ALEXANDRE,ESCAPECIA,ESCAPECIA,NULL,NULL,(16) 9279 - 7447,(11) 4784 - 5171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
188,188,1,0,SUSPENSAO ROSCA-JUNINHO,SUSPENSAO ROSCA-JUNINHO,SUSPENSAO ROSCA-JUNINHO,NULL,NULL,(16) 3361 - 3054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
190,190,1,0,DISTRIBUIDOR-ATIVA(ROLAMENTOS),ATIVA ROLAMENTOS E PECAS AUTOMOTIVAS,ATIVA ROLAMENTOS E PECAS AUTOMOTIVAS,NULL,NULL,(11) 3931 - 7475,NULL,NULL,NULL,02731-000,SP,NULL,SAO PAULO,NULL,R BONIFACIO CUBAS 627,NULL,NULL,NULL,0
191,191,1,0,EXAUSTORES EOLICOS R.C.A,EXAUSTORES EOLICOS R.C.A,EXAUSTORES EOLICOS R.C.A,NULL,NULL,(16) 3368 - 3182,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,VL ISABEL ,R NUNCIO CARDINALLI 150,NULL,NULL,NULL,0
192,192,1,0,CONSULTORIA-JOB ,CONSULTORIA-JOB ,CONSULTORIA-JOB ,NULL,NULL,(16) 3362 - 5000,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,CENTRO,R NOVE DE JULHO ,NULL,NULL,NULL,0
194,194,1,0,METROSUL COM.DE VEICULOS S/A,GM-METROSUL,GM-METROSUL,05.783.976/0001-00,9028792422,(80) 0643 - 3001,NULL,NULL,NULL,NULL,CURITIBA ,NULL,NULL,NULL,AV.MARECHAL FLORIANO PEIXOTO,3330,NULL,NULL,0
195,195,1,0,CONSERTO MACACO MELO EQUIPAMENTOS,EQUIPAMENTOS/MANUTENCAO-MELO,EQUIPAMENTOS/MANUTENCAO-MELO,NULL,NULL,NULL,NULL,NULL,NULL,14815-000,SP,NULL,IBATE,VILA TAMOIO,RUA FLORIANO PEIXOTO,1671,NULL,MELO 99256-2997,0
196,196,1,0,VILLAS COMERCIAL DE AUTO PECAS LTDA,ACESSORIOS-VILLAS,ACESSORIOS-VILLAS,NULL,NULL,(11) 6412 - 3129,(__) 6412 - 4817,NULL,NULL,07222-140,SP,NULL,GUARULHOS,CUMBICA ,R SAO MATEUS DO  MARANHAO 85,NULL,NULL,NULL,0
199,199,1,0,MOTO-MANOLO,MOTO-MANOLO,MOTO-MANOLO,NULL,NULL,(__) 3371 - 3015,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,AV.DR.TEIXEIRA DE BARROS,814,VILA PRADO,NULL,0
200,200,1,0,CASP-PRA GRANJA COM.E REPRES.LTDA,CASP-PRA GRANJA COM.E REPRES.LTDA,CASP-PRA GRANJA COM.E REPRES.LTDA,NULL,NULL,(__) 3368 - 2196,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R.PEDRO BIANCHI ,1001,VILA ALPES,NULL,0
201,201,1,0,FERRO VELHO-MALLOCA ,FERRO VELHO-MALLOCA ,FERRO VELHO-MALLOCA ,NULL,NULL,(16) 3374 - 2148,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: BORBA GATO ,253,JD.CENTENARIO,NULL,0
202,202,1,0,PNEU-LEVORIN ,PNEU-LEVORIN ,PNEU-LEVORIN ,NULL,NULL,(80) 0707 - 1910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
203,203,1,0,ROLEMAR-CAMPINAS,GIRANDO COM. DE PECAS LTDA,GIRANDO COM. DE PECAS LTDA,81.676.009/0007-04,244975987111,(19) 3202 - 6000,NULL,NULL,NULL,13050-045,SP,3509502,CAMPINAS,VILA MIMOSA,RUA DAS DALIAS,761,NULL,BRASIL AG:3407-X/CONTA 1153-3GILSON-89*114701 / 8827-5949 COTACAO.CAMPINASROLEMAR.COM.BR,0
205,205,1,0,EQUIPAMENTOS/VENDA-MARVIC,EQUIPAMENTOS/VENDA-MARVIC,EQUIPAMENTOS/VENDA-MARVIC,NULL,NULL,(11) 6195 - 9200,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV.CONSELHEIRO CARRAO ,1021,TATUAPE,willian@marvicfibrasil.com.br,0
207,207,1,0,TRANSPORTADORA RISSO LTDA,TRANSPORTE-RISSO,TRANSPORTE-RISSO,52.661.634/0001-99,202009196114,(16) 3368 - 3813,(16) 3367 - 7219,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,RUA ERNESTO GONCALVES ROSA JUNIOR,305,JD.SAO PAULO,araraquara-3333-5342   11 4531 8080 jund,0
209,209,1,0,MITSUBICHI-MERCADAO-011 69097500,IMPORTADOS-SO PECAS,IMPORTADOS-SO PECAS,NULL,NULL,(11) 6685 - 6563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
210,210,1,0,TREKUS SOM E ACESSORIOS LTDA ME,TREKUS SOM E ACESSORIOS LTDA ME,TREKUS SOM E ACESSORIOS LTDA ME,01.435.715/0002-10,637303777110,(16) 3368 - 6533,NULL,NULL,NULL,13562-190,SP,3548906,SAO CARLOS,JARDIM BANDEIRANTES,RUA MIGUEL PETRONI,2318,NULL,NULL,0
211,211,1,0,PNEU-DELINTE,GP SP COM.DE PECAS E ACESS.PARA VEICULOS LTDA,GP SP COM.DE PECAS E ACESS.PARA VEICULOS LTDA,NULL,NULL,(15) 3023 - 2217,NULL,NULL,NULL,18111-100,SP,3557006,VOTORANTIM,PROTESTANTES,AVENIDA IRENO DA SILVA VENANCIO,199,NULL,NULL,0
212,212,1,0,AUTO CENTER-JOAO,AUTO CENTER-JOAO,AUTO CENTER-JOAO,NULL,NULL,(14) 3263 - 1294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
213,213,1,0,COFAP ,COFAP ,COFAP ,NULL,NULL,(11) 2144 - 1935,NULL,ivan.munhoz@marell.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
2948,2948,1,0,DISTRIBUIDOR-FLEX,FLEX,FLEX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
215,215,1,0,FERRAMENTA-EZIO,FERRAMENTA-EZIO,FERRAMENTA-EZIO,NULL,NULL,(19) 3589 - 2002,NULL,NULL,NULL,NULL,PORTO FERREIRA,NULL,NULL,NULL,AV.NOSSA SENHORA APARECIDA ,2470,VILA SIBILA,NULL,0
216,216,1,0,RODA-SAMUEL,RODA-SAMUEL,RODA-SAMUEL,NULL,NULL,(19) 3258 - 2331,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
217,217,1,0,FORD-FORTE-FIAT/FORD,CMJ COMERCIO DE VEICULOS LTDA,CMJ COMERCIO DE VEICULOS LTDA,05.026.792/0004-30,244000220114,(19) 3743 - 1400,(19) 3743 - 1405,NULL,NULL,NULL,CAMPINAS,NULL,NULL,NULL,AV.DR.ALBERTO SARMENTO ,149,BONFIM,forte@forte-fiat.com.br,0
218,218,1,0,PNEU-TOYO,ASTRO COM.DE PNEUS E ACESS.LTDA-ME,ASTRO COM.DE PNEUS E ACESS.LTDA-ME,09.429.204/0001-17,600136380112,(11) 4028 - 2208,(11) 4602 - 4052,NULL,NULL,NULL,SALTO,NULL,NULL,NULL,R: ITAPIRU,158,CENTRO,NULL,0
219,219,1,0,SPORTLINE,PNEU-SPORTLINE,PNEU-SPORTLINE,NULL,NULL,(11) 9117 - 4154,(11) 6283 - 0020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
220,220,1,0,TRANSPORTE-VIACAO MOTTA,TRANSPORTE-VIACAO MOTTA,TRANSPORTE-VIACAO MOTTA,NULL,NULL,(__) 3371 - 6774,(__) 3307 - 7100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
221,221,1,0,PNEU-ACQUILA ,PNEU-ACQUILA ,PNEU-ACQUILA ,NULL,NULL,(80) 0773 - 9003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
222,222,1,0,CALOTAS-PODIUM,ANA PAULA,ANA PAULA,NULL,NULL,(__) 3371 - 8356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
225,225,1,0,DISTRIBUIDOR-RODAS MIL(VASKA),RODAS MIL DISTRIBUIDORA LTDA,RODAS MIL DISTRIBUIDORA LTDA,NULL,14-3239-4922,(14) 9162 - 0866,(11) 3856 - 9409,NULL,NULL,NULL,SAO PAULO,14-3239-4922 DEPOSIT,NULL,NULL,R.IAPOS ,120,CASA VERDE,vaska@vaska.com.br,0
226,226,1,0,DISTRIBUIDIR-COMDIP(NAKATA/MONROE),COMDIP COMERCIAL DISTRIBUIDORA DE PECAS LTDA,COMDIP COMERCIAL DISTRIBUIDORA DE PECAS LTDA,NULL,NULL,(11) 2121 - 0050,NULL,NULL,NULL,NULL,SP,NULL,SAO PAULO,NULL,NULL,NULL,NULL,NULL,0
227,227,1,0,DISTRIBUIDOR-COBRA(RIB.PRETO),COBRA ROLAMENTOS E AUTO PECAS LTDA,COBRA ROLAMENTOS E AUTO PECAS LTDA,58.248.352/0011-12,582821364116,(19) 2117 - 3933,(19) 2117 - 3930,vendas7@cobrarolamentos.com.br,NULL,14095-260,SP,3543402,RIBEIRAO PRETO,PARQUE INDUSTRIAL LAGOINHA,RUA DOUTOR HUGO FORTES,1599,NULL,RIB.3603-3332 / 9151-0947 - ZE ROBERTO ROBERTOCOBRAROLAMENTOS.COM.BR AG.3347-2/CC:104095-2(,0
228,228,1,0,FERRAMENTA-PLANATEC ,FERRAMENTA-PLANATEC ,FERRAMENTA-PLANATEC ,NULL,NULL,(11) 2141 - 4891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
229,229,1,0,DISTRIBUIDOR-CHG(ACESSORIOS),CHG DISTRIB.DE PECAS E ACESSORIOS LTDA,CHG DISTRIB.DE PECAS E ACESSORIOS LTDA,55.176.358/0001-61,244258645117,(19) 3729 - 6588,(19) 3729 - 8530,NULL,NULL,NULL,NULL,FAZ.SETE QUEDAS,NULL,7,R: ESTRADA VELHA DE INDAIATUBA, KM 3,NULL,13012-970,0
230,230,1,0,IRMAOS SARATANI COM.DE AUTO PECAS LTDA,IMPORTADOS-SARATANI AUTO PECAS,IMPORTADOS-SARATANI AUTO PECAS,96.606.124/0001-94,113743709113,(11) 5539 - 5575,(11) 5571 - 5941,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.DOMINGOS DE MORAES ,1084/1086,VILA MARIANA,saratani@terra.com.br,0
231,231,1,0,CAPPELINI,CAPPELINI,CAPPELINI,38.865.721/0001-37,637083420119,(__) 8125 - 3797,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,3548906,NULL,R.ADELMO STELA QUAVIN,23,NULL,NULL,0
232,232,1,0,DISTRIBUIDOR-EMBREPAR,EMBREPAR DISTRIB.DE PECAS LTDA,EMBREPAR DISTRIB.DE PECAS LTDA,75.592.006/0001-02,10149470-58,(12) 3935 - 7863,(41) 3371 - 1005,NULL,NULL,NULL,CURITIBA,NULL,NULL,NULL,R.BARTOLOMEU LOURENCO DE GUSMAO ,2831,NULL,NULL,0
233,233,1,0,ADVOGADO-MARCOS ,ADVOGADO-MARCOS ,ADVOGADO-MARCOS ,NULL,NULL,(16) 3307 - 5508,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R:GENERAL OSORIO,1395,NULL,mrgarcia@aasp.org.br,0
235,235,1,0,FASTLUB-ELAION,FASTLUB,FASTLUB,NULL,NULL,(16) 3628 - 0777,NULL,NULL,NULL,NULL,RIBEIRAO PRETO,NULL,NULL,NULL,AV.BRASIL,240,V.ELISA,NULL,0
236,236,1,0,PNEU-RODMAIS,PNEU-RODMAIS,PNEU-RODMAIS,NULL,NULL,(19) 3608 - 2001,NULL,NULL,NULL,NULL,SAO JOSE  RIO PARDO,NULL,NULL,NULL,AV.DOS  BRAGHETTAS,91,NULL,www.pneusrodmais.com.br,0
237,237,1,0,PNEU-SIQUEIRA CAMPOS,PNEU-SIQUEIRA CAMPOS,PNEU-SIQUEIRA CAMPOS,20.816.079/0001-30,NULL,(61) 3246 - 4421,NULL,NULL,NULL,NULL,BRASILIA,NULL,NULL,NULL,QUADRA 200,CJ 05/LOTE 40,REC.DAS EMAS,NULL,0
2599,2599,1,0,POSTO DE MOLAS AMERICA,M AMP; J COMERCIO DE MOLAS LTDA - EPP,M AMP; J COMERCIO DE MOLAS LTDA - EPP,09.090.099/0001-34,181344416119,(16) 3301 - 7799,NULL,NULL,NULL,14808-593,SP,3503208,ARARAQUARA,JARDIM DUMMONT,AVENIDA ENGENHEIRO CAMILO DINUCCI,1841,NULL,NULL,0
2588,2588,1,0,LUMIAH,ADAUTO COMERCIO DE MATERIAL ELETICO LTDA EPP,ADAUTO COMERCIO DE MATERIAL ELETICO LTDA EPP,09.485.302/0001-71,NULL,(16) 3412 - 7250,NULL,NULL,NULL,13562-190,SP,3548906,SAO CARLOS,JARDIM BANDEIRANTES,RUA MIGUEL PETRONI,1255,NULL,NULL,0
240,240,1,0,PNEU-VIG AUTO CENTER ,PNEU-VIG AUTO CENTER ,PNEU-VIG AUTO CENTER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AV.VER.ABEL FERREIRA ,54,NULL,NULL,0
242,242,1,0,RENAULT-LOPES OLIVEIRA,RENAULT-LOPES OLIVEIRA,RENAULT-LOPES OLIVEIRA,NULL,NULL,(11) 3766 - 8700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRADESCO AG:0545-2 /CONTA 63080-2,0
243,243,1,0,SUSPENSAO (AUDI/MB..VEICULOS ALEMAES),IMPORTADOS-AUTOTECHNK,IMPORTADOS-AUTOTECHNK,NULL,NULL,(11) 5031 - 0600,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.DR.JOSE BENTO  RIBEIRO  DANTAS ,79,JD.AEROPORTO,NULL,0
245,245,1,0,SHS DISTRIBUIDOR/ASSITENCIA,EQUIPAMENTOS/VENDA-HOFMANN ,EQUIPAMENTOS/VENDA-HOFMANN ,NULL,NULL,(01) 6610 - 8455,(01) 6636 - 5655,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,R.MURCHED CURY ,67,JD.AMERICA,NULL,0
246,246,1,0,ENGATES-ENFORTH,ENGATES-ENFORTH,ENGATES-ENFORTH,NULL,NULL,(11) 4645 - 1484,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.FLOR DE LIZ ,1076,ITAQUAQUECETUBA,enforth@enforth.com.br,0
247,247,1,0,R.CAMPOS  AUTOMOTIVO LTDA,EQUIPAMENTOS/VENDA-BOSCH,EQUIPAMENTOS/VENDA-BOSCH,NULL,NULL,(19) 3405 - 4653,NULL,NULL,NULL,NULL,AMERICANA,NULL,NULL,NULL,R.TIMBIRAS ,400 APTO 21,BRIEDS,rcampos.automotivos@hotmail.com.br,0
248,248,1,0,OLIMPIC IND.DE AUTO PECAS LTDA,OLIMPIC,OLIMPIC,NULL,NULL,(11) 6120 - 6400,(11) 6965 - 2191,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV.DR.JOSE   HIGINO ,895,NULL,vendas@olimpic.com.br,0
249,249,1,0,IMPORTADOS-PERFECT,IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ,IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ,NULL,NULL,(11) 2176 - 9000,NULL,claudio@perfctbrasil.com.br,NULL,07170-325,SP,3530607,MOGI DAS CRUZES,NULL,AV.GENERAL MOTORS,777,NULL,ROBERTPERFECTBRASIL.COM.BR (RODRIGO),0
250,250,1,0,JANCAP-VANS,COMERCIO IMPORT.E EXPORTACAO LTDA,COMERCIO IMPORT.E EXPORTACAO LTDA,04.898.371/0001-93,116323640113,(11) 2818 - 6010,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV.ITABERADA ,4490,FREGUESIA DO O,jancapwildes@hotmail.com,0
251,251,1,0,CAMBAGEM-CAMBERECASTER EQ.AUTOMOTIVOS,FERRAMENTA-CAMBAGEM,FERRAMENTA-CAMBAGEM,NULL,NULL,(41) 3669 - 5009,NULL,NULL,www.cambercaster.com.br,NULL,NULL,NULL,NULL,NULL,R.JANDAIA DO SULL,NULL,NULL,NULL,0
252,252,1,0,ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS ),ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS ),ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS ),NULL,NULL,(11) 6107 - 1772,(11) 6216 - 2052,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.JABIACU ,179,VILA EMA,capasmaxine@hotmail.com,0
253,253,1,0,DISTRIBUIDOR-LUPORINI/IMPORTADOS,LUPORINI DISTRIBUIDORA DE AUTO PECAS LTDA,LUPORINI DISTRIBUIDORA DE AUTO PECAS LTDA,50.276.898/0001-01,110071408118,(11) 2105 - 5000,(11) 2105 - 5035,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R: ANHAIA,995,BOM RETIRO,48*7423,0
254,254,1,0,PRIS-LUX IND.E COMERCIO DE AUTO PECAS,ACESSORIOS-PRISLUX (PONTEIRAS ),ACESSORIOS-PRISLUX (PONTEIRAS ),NULL,NULL,(11) 6115 - 0341,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.SENADOR MAYNARD GOMES ,700,SAO MATEUS,prislux@hotmail.com,0
255,255,1,0,DISK  LETRAS,LETREIRO-JOAO/CICERO,LETREIRO-JOAO/CICERO,NULL,NULL,(__) 9601 - 7470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
257,257,1,0,DISTRIBUIDORA-INJEPEL,DISTRIBUIDORA-INJEPEL,DISTRIBUIDORA-INJEPEL,05.217.125/0001-91,582630123118,(16) 3628 - 7411,(16) 2111 - 7407,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,AV. CEL. QUITO JUNQUEIRA ,325,CAMPOS ELISEOS,www.injepel.com.br / vendas10@injepel.co,0
2644,2644,1,0,PADARIA SANTO ANTONIO,PANIFICADORA E CONFEITARIA PIMENTEL LTDA EPP,PANIFICADORA E CONFEITARIA PIMENTEL LTDA EPP,02.045.174/0001-04,401032964117,(14) 3622 - 5997,NULL,NULL,NULL,17201-080,SP,3525300,JAU,CENTRO,RUA VISCONDE DO RIO BRANCO,816,NULL,NULL,0
258,258,1,0,DISTRIBUIDORA DE PECAS SANTOS LTDA,DISTRIBUIDORA-DPS,DISTRIBUIDORA-DPS,04.634.168/0006-14,181.316.653.18,(16) 2109 - 2107,(__) 2109 - 2117,NULL,NULL,NULL,ARARAQUARA,NULL,NULL,NULL,AV.ALFREDO COELHO DE OLIVEIRA,177,CARMO,NULL,0
259,259,1,0,EXTINTORES-NACIONAL,EXTINTORES-NACIONAL  ,EXTINTORES-NACIONAL  ,NULL,NULL,(16) 9702 - 9590,(45) 3227 - 0207,NULL,NULL,13570-180,SP,3548906,SAO CARLOS,JARDIM NOVA SAO CARLOS,AVENIDA GERMANO FHER JUNIOR,317,NULL,VALDIR LEANDRO 98179-3000,0
260,260,1,0,DISTRIBUIDORA-FATOR,FATOR DISTRIBUIDORA DE AUTO PECAS,FATOR DISTRIBUIDORA DE AUTO PECAS,NULL,NULL,(19) 9113 - 3581,(19) 3029 - 7400,fator@fatordistribuidora.com.br,NULL,13035-530,SP,NULL,CAMPINAS ,VILA INDUSTRIAL ,AV BUENO DE MIRANDA 555,NULL,NULL,BENE-019-991133581/85*253282,0
261,261,1,0,NUNES REPR CRED COB.LTDA,FINANCEIRA-PANAMERICANO,FINANCEIRA-PANAMERICANO,NULL,NULL,(16) 9608 - 9561,(16) 3371 - 8424,NULL,pansolution.com.br,13560-590,SP,NULL,SAO CARLOS,CENTRO,R: 9 DE JULHO 1006,NULL,NULL,NULL,0
262,262,1,0,MOTOBOY-WILSON,MOTOBOY-WILSON,MOTOBOY-WILSON,NULL,NULL,(16) 9601 - 1144,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MOTO TAXI /ENTREGA/COBRANCA /VIAGEM,0
263,263,1,0,PEDREIRO-MIGUEL ,PEDREIRO-MIGUEL ,PEDREIRO-MIGUEL ,NULL,NULL,(__) 3375 - 7736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
264,264,1,0,PNEU-FATE ALPHA PNEUS,PNEU-FATE ALPHA PNEUS,PNEU-FATE ALPHA PNEUS,03.576.432/0001-33,NULL,NULL,NULL,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,AV.THOMAZ ALBERTO WHATELY,3300,RIB.PRETO,mauro@alphapneus.com.br,0
265,265,1,0,PAES COMERCIO E IND.DE CARRETAS,ENGATES-PAES FREE,ENGATES-PAES FREE,58.086.489/0001-46,244306310118,(19) 3276 - 9418,(19) 3276 - 5711,NULL,NULL,NULL,CAMPINAS,NULL,NULL,NULL,R:CINCO,50,BARAO BERALDO,www.paesengates.com.br,0
266,266,1,0,CASA DO SERRALHEIRO ,CASA DO SERRALHEIRO ,CASA DO SERRALHEIRO ,04.357.243/0001-32,NULL,(16) 3368 - 6799,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,B/B AG: 6509-9 C/C: 2900-9,0
268,268,1,0,PNEU-MORECAP,PNEU-MORECAP ,PNEU-MORECAP ,NULL,NULL,(19) 3806 - 4000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AV: RAINHA,485,NULL,vendas1.morecap@morecap.com.br - raquel,0
269,269,1,0,MECANICO-JOSE RAMOS,MECANICO-JOSE RAMOS,MECANICO-JOSE RAMOS,NULL,NULL,(__) 3361 - 5930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
270,270,1,0,JR ALVES,RETIFICA FREIOS-SANTA RITA ,RETIFICA FREIOS-SANTA RITA ,08.847.961/0001-48,637298036119,(16) 3116 - 1222,(__) 3374 - 3402,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: SAO JOAQUIM,2647,TIJUCO PRETO,NULL,0
271,271,1,0,GM-NOVA(CAMPINAS),NOVA DISTRIBUIDORA DE VEICULOS LTDA,NOVA DISTRIBUIDORA DE VEICULOS LTDA,72.855.505/0009-04,244671366116,(19) 3737 - 2008,(19) 3737 - 2008,NULL,NULL,13070-771,SP,3509502,CAMPINAS,BONFIM,RUA DOUTOR DAVID VICENTE,240,NULL,ALEXANDRE BANCO BRASIL AG:1914-3/CC 90000-1,0
274,274,1,0,AUTO PECAS-ECONOMICAR,AUTO PECAS-ECONOMICAR,AUTO PECAS-ECONOMICAR,NULL,NULL,(16) 3368 - 9153,(16) 3368 - 6478,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,ATACADO-----33682822----CARMO 3368-8080/3368-3214,0
275,275,1,0,RODONAVES TRANSPORTES E ENCOMENDAS LTDA,TRANSPORTE-RODONAVES (SAO CARLOS),TRANSPORTE-RODONAVES (SAO CARLOS),44.914.992/0001-38,582249216111,(16) 2106 - 6850,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: DR.ARTUR RODRIGUES DE CASTRO,974,JD.SAO PAULO,16-2108-4200 araraquara,0
276,276,1,0,ACESSORIOS-FORCE,TECFORCE,TECFORCE,NULL,NULL,(17) 3243 - 1067,NULL,NULL,NULL,15035-260,SP,3530300,MIRASSOL,D.INDUSTRIAL,R.IZIDORO PUPIN,NULL,NULL,NULL,0
277,277,1,0,MECANICO-CLAUDERVAN ,MECANICO-CLAUDERVAN ,MECANICO-CLAUDERVAN ,NULL,NULL,(__) 3368 - 5623,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
279,279,1,0,LUBRIFICANTES-MAXLUB,LUBRIFICANTES-MAXLUB ,LUBRIFICANTES-MAXLUB ,04.235.922/0001-38,285076913114,(19) 3583 - 8844,NULL,NULL,NULL,NULL,DESCALVADO,NULL,NULL,NULL,AV.BOM JESUS ,864,CENTRO,NULL,0
