id;codigo;registro_uso;registro_uso_usuario;fantasia;razao;ie;ie_inddest;documento;fixo_1;fixo_2;fixo_3_contato;fixo_3;endereco;numero;bairro;complemento;codigo_cidade;cidade;estado;cep;email;observacoes
199;0-00199;N;;MOTO-MANOLO;MOTO-MANOLO;;9-NAO CONTR;;(__) 3371 - 3015;;RONALDINHO;;AV.DR.TEIXEIRA DE BARROS,814;;VILA PRADO;;;SAO CARLOS;SP;13574-020;;3371-5080 MARGINAL
200;0-00200;N;NULL;CASP-PRA GRANJA COM.E REPRES.LTDA;CASP-PRA GRANJA COM.E REPRES.LTDA;;9-NAO CONTR;;(__) 3368 - 2196;;LESSANDRO;;R.PEDRO BIANCHI ,1001;;VILA ALPES;;;SAO CARLOS;SP;_____-___;;
201;0-00201;N;NULL;FERRO VELHO-MALLOCA ;FERRO VELHO-MALLOCA ;;9-NAO CONTR;;(16) 3374 - 2148;;9128-7568-CIDINHO;;R: BORBA GATO ,253;;JD.CENTENARIO;;;SAO CARLOS;SP;13564-100;;TARA - 3.160 KG
202;0-00202;N;NULL;PNEU-LEVORIN ;PNEU-LEVORIN ;;9-NAO CONTR;;(80) 0707 - 1910;;;;;;;;;;;_____-___;;
203;0-00203;N;;ROLEMAR-CAMPINAS;GIRANDO COM. DE PECAS LTDA;244975987111;9-NAO CONTR;81.676.009/0007-04;(19) 3202 - 6000;;VENDEDOR-PAULO;;RUA DAS DALIAS;761;VILA MIMOSA;;3509502;CAMPINAS;SP;13050-045;;"BRASIL AG:3407-X/CONTA 1153-3GILSON-89*114701 / 8827-5949 COTACAO.CAMPINASROLEMAR.COM.BR"
205;0-00205;N;NULL;EQUIPAMENTOS/VENDA-MARVIC;EQUIPAMENTOS/VENDA-MARVIC;;9-NAO CONTR;;(11) 6195 - 9200;;011-83825057 ( WILLIAN );;AV.CONSELHEIRO CARRAO ,1021;;TATUAPE;;;SAO PAULO;SP;03403-000;willian@marvicfibrasil.com.br;
207;0-00207;N;;TRANSPORTADORA RISSO LTDA;TRANSPORTE-RISSO;202009196114;9-NAO CONTR;52.661.634/0001-99;(16) 3368 - 3813;(16) 3367 - 7219;EDSON 92929093/97040917;;RUA ERNESTO GONCALVES ROSA JUNIOR, 305;;JD.SAO PAULO;;;SAO CARLOS;SP;13570-460;araraquara-3333-5342   11 4531 8080 jund;"(11)3933-7570 SAO PAULO-----------------------014-36043000(MILENA)BARRA BONITA RISSOSAOCARLOSRISSO.COM.BR -  GERENTE DA RISSO ELISANDRA ELISANDRA.COMERCIALRISSO.COM.BR RISSO-ARARAQUARA(016)33334288/33336343(11) 4531-8080 - JUNDIAI (11)4531-8082 -JUNDIAI"
209;0-00209;N;NULL;MITSUBICHI-MERCADAO-011 69097500;IMPORTADOS-SO PECAS;;9-NAO CONTR;;(11) 6685 - 6563;;LEANDRO;;;;;;;;;_____-___;;
210;0-00210;N;;TREKUS SOM E ACESSORIOS LTDA ME;TREKUS SOM E ACESSORIOS LTDA ME;637303777110;9-NAO CONTR;01.435.715/0002-10;(16) 3368 - 6533;;MARCO SANCHEZ         ***92239706;(16) 3307 - 5116;RUA MIGUEL PETRONI;2318;JARDIM BANDEIRANTES;;3548906;SAO CARLOS;SP;13562-190;;
211;0-00211;N;;PNEU-DELINTE;GP SP COM.DE PECAS E ACESS.PARA VEICULOS LTDA;;9-NAO CONTR;;(15) 3023 - 2217;;;(41) 3278 - 8200;AVENIDA IRENO DA SILVA VENANCIO;199;PROTESTANTES;;3557006;VOTORANTIM;SP;18111-100;;
212;0-00212;N;NULL;AUTO CENTER-JOAO;AUTO CENTER-JOAO;;9-NAO CONTR;;(14) 3263 - 1294;;;;;;;;;;;_____-___;;
213;0-00213;N;;COFAP ;COFAP ;;9-NAO CONTR;;(11) 2144 - 1935;;011-30309820 FABRICA;;;;;;;;;_____-___;ivan.munhoz@marell.com.br;
2948;fev/48;N;NULL;DISTRIBUIDOR-FLEX;FLEX;;9-NAO CONTR;;;;ZE ROBERTO;(17) 3202 - 2660;;;;;;;;_____-___;;
215;0-00215;N;NULL;FERRAMENTA-EZIO;FERRAMENTA-EZIO;;9-NAO CONTR;;(19) 3589 - 2002;;;;AV.NOSSA SENHORA APARECIDA ,2470;;VILA SIBILA;;;PORTO FERREIRA;SP;13660-000;;
216;0-00216;N;NULL;RODA-SAMUEL;RODA-SAMUEL;;9-NAO CONTR;;(19) 3258 - 2331;;;;;;;;;;;_____-___;;
217;0-00217;N;;FORD-FORTE-FIAT/FORD;CMJ COMERCIO DE VEICULOS LTDA;244000220114;9-NAO CONTR;05.026.792/0004-30;(19) 3743 - 1400;(19) 3743 - 1405;RODIMAR/DENIS/ANDERSON***;;AV.DR.ALBERTO SARMENTO ,149;;BONFIM;;;CAMPINAS;SP;13070-710;forte@forte-fiat.com.br;FORD-02119-37561800
218;0-00218;N;;PNEU-TOYO;ASTRO COM.DE PNEUS E ACESS.LTDA-ME;600136380112;9-NAO CONTR;09.429.204/0001-17;(11) 4028 - 2208;(11) 4602 - 4052;ISABEL /FABIO 9707-1167 - RODAS TSUYA;;R: ITAPIRU, 158;;CENTRO;;;SALTO;SP;_____-___;;"AG:0977-6/CC:28033-X(ASTRO COM.DE PNEUS E ACESSOR) MARCAO-982202520/34150005"
219;0-00219;N;NULL;SPORTLINE;PNEU-SPORTLINE;;9-NAO CONTR;;(11) 9117 - 4154;(11) 6283 - 0020;;;;;;;;;;_____-___;;
220;0-00220;N;NULL;TRANSPORTE-VIACAO MOTTA;TRANSPORTE-VIACAO MOTTA;;9-NAO CONTR;;(__) 3371 - 6774;(__) 3307 - 7100;;;;;;;;;;_____-___;;
221;0-00221;N;NULL;PNEU-ACQUILA ;PNEU-ACQUILA ;;9-NAO CONTR;;(80) 0773 - 9003;;BENE;;;;;;;;;_____-___;;
222;0-00222;N;;CALOTAS-PODIUM;ANA PAULA;;9-NAO CONTR;;(__) 3371 - 8356;;011-33189655;;;;;;;;;_____-___;;
225;0-00225;N;;DISTRIBUIDOR-RODAS MIL(VASKA);RODAS MIL DISTRIBUIDORA LTDA;14-3239-4922;9-NAO CONTR;;(14) 9162 - 0866;(11) 3856 - 9409;PORFIRO - 014/97012588 --017-32161750;;R.IAPOS ,120;;CASA VERDE;14-3239-4922 DEPOSIT;;SAO PAULO;SP;02512-020;vaska@vaska.com.br;"DEP. B/B AG: 4776-7 C/C: 2558830-03 CPF 707750108-63 RALF-014(96454647)        DEPOSITO DULCE ANTONIA PORFIRI AG 2980-7 C/C 10285-7"
226;0-00226;N;;DISTRIBUIDIR-COMDIP(NAKATA/MONROE);COMDIP COMERCIAL DISTRIBUIDORA DE PECAS LTDA;;9-NAO CONTR;;(11) 2121 - 0050;;FABIO OU BONI;;;;;;;SAO PAULO;SP;_____-___;;
227;0-00227;N;;DISTRIBUIDOR-COBRA(RIB.PRETO);COBRA ROLAMENTOS E AUTO PECAS LTDA;582821364116;9-NAO CONTR;58.248.352/0011-12;(19) 2117 - 3933;(19) 2117 - 3930;JOSE ANTONIO/JOAO CARLO-CAMPINAS;;RUA DOUTOR HUGO FORTES;1599;PARQUE INDUSTRIAL LAGOINHA;;3543402;RIBEIRAO PRETO;SP;14095-260;vendas7@cobrarolamentos.com.br;"RIB.3603-3332 / 9151-0947 - ZE ROBERTO ROBERTOCOBRAROLAMENTOS.COM.BR AG.3347-2/CC:104095-2("
228;0-00228;N;;FERRAMENTA-PLANATEC ;FERRAMENTA-PLANATEC ;;9-NAO CONTR;;(11) 2141 - 4891;;DANIEL;;;;;;;;;_____-___;;
229;0-00229;N;;DISTRIBUIDOR-CHG(ACESSORIOS);CHG DISTRIB.DE PECAS E ACESSORIOS LTDA;244258645117;9-NAO CONTR;55.176.358/0001-61;(19) 3729 - 6588;(19) 3729 - 8530;LUIS ANTONIO;;R: ESTRADA VELHA DE INDAIATUBA, KM 3,7;;FAZ.SETE QUEDAS;;;CAMPINAS;SP;13012-970;vendas@chg.com.br;0800-552505
230;0-00230;N;;IRMAOS SARATANI COM.DE AUTO PECAS LTDA;IMPORTADOS-SARATANI AUTO PECAS;113743709113;9-NAO CONTR;96.606.124/0001-94;(11) 5539 - 5575;(11) 5571 - 5941;FABRICIO/PAULO/(EDUARDO );;R.DOMINGOS DE MORAES ,1084/1086;;VILA MARIANA;;;SAO PAULO;SP;04010-100;saratani@terra.com.br;BCO BRASIL-AG:0646-7/23647-0
231;0-00231;N;;CAPPELINI;CAPPELINI;637083420119;9-NAO CONTR;38.865.721/0001-37;(__) 8125 - 3797;;;;R.ADELMO STELA QUAVIN,23;;;;3548906;SAO CARLOS;SP;_____-___;;
232;0-00232;N;;DISTRIBUIDOR-EMBREPAR;EMBREPAR DISTRIB.DE PECAS LTDA;10149470-58;9-NAO CONTR;75.592.006/0001-02;(12) 3935 - 7863;(41) 3371 - 1005;;(11) 4967 - 9915;R.BARTOLOMEU LOURENCO DE GUSMAO ,2831;;;;;CURITIBA;PR;81650-050;;
233;0-00233;N;;ADVOGADO-MARCOS ;ADVOGADO-MARCOS ;;9-NAO CONTR;;(16) 3307 - 5508;;;;R:GENERAL OSORIO,1395;;;;;SAO CARLOS;SP;13560-640;mrgarcia@aasp.org.br;
235;0-00235;N;NULL;FASTLUB-ELAION;FASTLUB;;9-NAO CONTR;;(16) 3628 - 0777;;EVERTON-988201829;;AV.BRASIL,240;;V.ELISA;;;RIBEIRAO PRETO;SP;_____-___;;
236;0-00236;N;NULL;PNEU-RODMAIS;PNEU-RODMAIS;;9-NAO CONTR;;(19) 3608 - 2001;;ANTONIA;;AV.DOS  BRAGHETTAS,91;;;;;SAO JOSE  RIO PARDO;SP;13720-000;www.pneusrodmais.com.br;
237;0-00237;N;;PNEU-SIQUEIRA CAMPOS;PNEU-SIQUEIRA CAMPOS;;9-NAO CONTR;20.816.079/0001-30;(61) 3246 - 4421;;(61)96063073;(61) 2107 - 8403;QUADRA 200,CJ 05/LOTE 40;;REC.DAS EMAS;;;BRASILIA;BR;_____-___;;
2599;mar/99;N;NULL;POSTO DE MOLAS AMERICA;"M AMP; J COMERCIO DE MOLAS LTDA - EPP";181344416119;9-NAO CONTR;09.090.099/0001-34;(16) 3301 - 7799;;;;AVENIDA ENGENHEIRO CAMILO DINUCCI;1841;JARDIM DUMMONT;;3503208;ARARAQUARA;SP;14808-593;;
2588;fev/88;N;NULL;LUMIAH;ADAUTO COMERCIO DE MATERIAL ELETICO LTDA EPP;;9-NAO CONTR;09.485.302/0001-71;(16) 3412 - 7250;;;;RUA MIGUEL PETRONI;1255;JARDIM BANDEIRANTES;;3548906;SAO CARLOS;SP;13562-190;;
240;0-00240;N;NULL;PNEU-VIG AUTO CENTER ;PNEU-VIG AUTO CENTER ;;9-NAO CONTR;;;;011-6607-6629;;AV.VER.ABEL FERREIRA ,54;;;;;;;_____-___;;019-34511674/019-97810891 ROBERTO
242;0-00242;N;NULL;RENAULT-LOPES OLIVEIRA;RENAULT-LOPES OLIVEIRA;;9-NAO CONTR;;(11) 3766 - 8700;;ADELSON/FELIPE;;;;;;;;;_____-___;;BRADESCO AG:0545-2 /CONTA 63080-2
243;0-00243;N;;SUSPENSAO (AUDI/MB..VEICULOS ALEMAES);IMPORTADOS-AUTOTECHNK;;9-NAO CONTR;;(11) 5031 - 0600;;ROLF;;R.DR.JOSE BENTO  RIBEIRO  DANTAS ,79;;JD.AEROPORTO;;;SAO PAULO;SP;04625-040;;
245;0-00245;N;NULL;SHS DISTRIBUIDOR/ASSITENCIA;EQUIPAMENTOS/VENDA-HOFMANN ;;9-NAO CONTR;;(01) 6610 - 8455;(01) 6636 - 5655;SEBASTIAO V.SEIXAS;;R.MURCHED CURY ,67;;JD.AMERICA;;;RIB.PRETO;SP;14020-110;;
246;0-00246;N;;ENGATES-ENFORTH;ENGATES-ENFORTH;;9-NAO CONTR;;(11) 4645 - 1484;;EMANUELA;;R.FLOR DE LIZ ,1076;;ITAQUAQUECETUBA;;;SAO PAULO;SP;08597-620;enforth@enforth.com.br;
247;0-00247;N;NULL;R.CAMPOS  AUTOMOTIVO LTDA;EQUIPAMENTOS/VENDA-BOSCH;;9-NAO CONTR;;(19) 3405 - 4653;;ROBERTO;;R.TIMBIRAS ,400 APTO 21;;BRIEDS;;;AMERICANA;SP;13466-210;rcampos.automotivos@hotmail.com.br;
248;0-00248;N;NULL;OLIMPIC IND.DE AUTO PECAS LTDA;OLIMPIC;;9-NAO CONTR;;(11) 6120 - 6400;(11) 6965 - 2191;;;AV.DR.JOSE   HIGINO ,895;;;;;SAO PAULO;SP;03189-040;vendas@olimpic.com.br;
249;0-00249;N;;IMPORTADOS-PERFECT;IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ;;9-NAO CONTR;;(11) 2176 - 9000;;019-997406067-CLAUDIO;;AV.GENERAL MOTORS;777;;;3530607;MOGI DAS CRUZES;SP;07170-325;claudio@perfctbrasil.com.br;"ROBERTPERFECTBRASIL.COM.BR (RODRIGO)"
250;0-00250;N;;JANCAP-VANS;COMERCIO IMPORT.E EXPORTACAO LTDA;116323640113;9-NAO CONTR;04.898.371/0001-93;(11) 2818 - 6010;;UIDES/RODRIGO;;AV.ITABERADA ,4490;;FREGUESIA DO O;;;SAO PAULO;SP;02739-000;jancapwildes@hotmail.com;BRASIL: AG:2815-0/CC:11500-2
251;0-00251;N;NULL;CAMBAGEM-CAMBERECASTER EQ.AUTOMOTIVOS;FERRAMENTA-CAMBAGEM;;9-NAO CONTR;;(41) 3669 - 5009;;MARCO ANTONIO;;R.JANDAIA DO SULL;;;;;;;_____-___;www.cambercaster.com.br;
252;0-00252;N;NULL;ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS );ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS );;9-NAO CONTR;;(11) 6107 - 1772;(11) 6216 - 2052;;;R.JABIACU ,179;;VILA EMA;;;SAO PAULO;SP;_____-___;capasmaxine@hotmail.com;
253;0-00253;N;;DISTRIBUIDOR-LUPORINI/IMPORTADOS;LUPORINI DISTRIBUIDORA DE AUTO PECAS LTDA;110071408118;9-NAO CONTR;50.276.898/0001-01;(11) 2105 - 5000;(11) 2105 - 5035;DANIEL-21055125;;R: ANHAIA, 995;;BOM RETIRO;;;SAO PAULO;SP;01130-000;48*7423;BRASIL  AG:3320.0/CONTA 10501-5
254;0-00254;N;NULL;PRIS-LUX IND.E COMERCIO DE AUTO PECAS;ACESSORIOS-PRISLUX (PONTEIRAS );;9-NAO CONTR;;(11) 6115 - 0341;;;;R.SENADOR MAYNARD GOMES ,700;;SAO MATEUS;;;SAO PAULO;SP;03948-000;prislux@hotmail.com;
255;0-00255;N;;DISK  LETRAS;LETREIRO-JOAO/CICERO;;9-NAO CONTR;;(__) 9601 - 7470;;;;;;;;;;;_____-___;;
257;0-00257;N;;DISTRIBUIDORA-INJEPEL;DISTRIBUIDORA-INJEPEL;582630123118;9-NAO CONTR;05.217.125/0001-91;(16) 3628 - 7411;(16) 2111 - 7407;0800.704.7411/0800.940.0511.VINICIOS;;AV. CEL. QUITO JUNQUEIRA ,325;;CAMPOS ELISEOS;;;RIB.PRETO;SP;14085-620;www.injepel.com.br / vendas10@injepel.co;
2644;jul/44;N;NULL;PADARIA SANTO ANTONIO;PANIFICADORA E CONFEITARIA PIMENTEL LTDA EPP;401032964117;9-NAO CONTR;02.045.174/0001-04;(14) 3622 - 5997;;;;RUA VISCONDE DO RIO BRANCO;816;CENTRO;;3525300;JAU;SP;17201-080;;
258;0-00258;N;NULL;DISTRIBUIDORA DE PECAS SANTOS LTDA;DISTRIBUIDORA-DPS;181.316.653.18;9-NAO CONTR;04.634.168/0006-14;(16) 2109 - 2107;(__) 2109 - 2117;(16)2109-2100 TOLINO;;AV.ALFREDO COELHO DE OLIVEIRA, 177;;CARMO;;;ARARAQUARA;SP;_____-___;;
259;0-00259;N;;EXTINTORES-NACIONAL;EXTINTORES-NACIONAL  ;;9-NAO CONTR;;(16) 9702 - 9590;(45) 3227 - 0207;VALMIR REX;(16) 3368 - 4703;AVENIDA GERMANO FHER JUNIOR;317;JARDIM NOVA SAO CARLOS;;3548906;SAO CARLOS;SP;13570-180;;VALDIR LEANDRO 98179-3000
260;0-00260;N;;DISTRIBUIDORA-FATOR;FATOR DISTRIBUIDORA DE AUTO PECAS;;9-NAO CONTR;;(19) 9113 - 3581;(19) 3029 - 7400;BENEDICTO DE OLIVEIRA SOUZA REPRESENTANT;;AV BUENO DE MIRANDA 555;;VILA INDUSTRIAL ;;;CAMPINAS ;SP;13035-530;fator@fatordistribuidora.com.br;BENE-019-991133581/85*253282
261;0-00261;N;NULL;NUNES REPR CRED COB.LTDA;FINANCEIRA-PANAMERICANO;;9-NAO CONTR;;(16) 9608 - 9561;(16) 3371 - 8424;NIVALDO Q DE ALMEIDA;;R: 9 DE JULHO 1006;;CENTRO;;;SAO CARLOS;SP;13560-590;pansolution.com.br;
262;0-00262;N;;MOTOBOY-WILSON;MOTOBOY-WILSON;;9-NAO CONTR;;(16) 9601 - 1144;;;;;;;;;;;_____-___;;MOTO TAXI /ENTREGA/COBRANCA /VIAGEM
263;0-00263;N;NULL;PEDREIRO-MIGUEL ;PEDREIRO-MIGUEL ;;9-NAO CONTR;;(__) 3375 - 7736;;;;;;;;;;;_____-___;;
264;0-00264;N;NULL;PNEU-FATE ALPHA PNEUS;PNEU-FATE ALPHA PNEUS;;9-NAO CONTR;03.576.432/0001-33;;;MATHEUS 016-36265821;;AV.THOMAZ ALBERTO WHATELY,3300;;RIB.PRETO;;;RIB.PRETO;SP;_____-___;mauro@alphapneus.com.br;
265;0-00265;N;;PAES COMERCIO E IND.DE CARRETAS;ENGATES-PAES FREE;244306310118;9-NAO CONTR;58.086.489/0001-46;(19) 3276 - 9418;(19) 3276 - 5711;DIANAPAESENGATES.COM.BR;;R:CINCO, 50;;BARAO BERALDO;;;CAMPINAS;SP;13083-725;www.paesengates.com.br;"AG:2297-7  C/C:6980-9  EXPRESSO PRATA 237"
266;0-00266;N;;CASA DO SERRALHEIRO ;CASA DO SERRALHEIRO ;;9-NAO CONTR;04.357.243/0001-32;(16) 3368 - 6799;;;;;;;;;;;_____-___;;B/B AG: 6509-9 C/C: 2900-9
268;0-00268;N;;PNEU-MORECAP;PNEU-MORECAP ;;9-NAO CONTR;;(19) 3806 - 4000;;ANDRE (19)9200-1607;;AV: RAINHA, 485;;;;;;;_____-___;vendas1.morecap@morecap.com.br - raquel;"MORECAP LINHA PESADA  (19)3806-4000 RAQUEL 19-30228000 ALEXMORECAP.COM.BR"
269;0-00269;N;NULL;MECANICO-JOSE RAMOS;MECANICO-JOSE RAMOS;;9-NAO CONTR;;(__) 3361 - 5930;;;;;;;;;;;_____-___;;
270;0-00270;N;;JR ALVES;RETIFICA FREIOS-SANTA RITA ;637298036119;9-NAO CONTR;08.847.961/0001-48;(16) 3116 - 1222;(__) 3374 - 3402;;;R: SAO JOAQUIM, 2647;;TIJUCO PRETO;;;SAO CARLOS;SP;13560-000;;33510431
271;0-00271;N;;GM-NOVA(CAMPINAS);NOVA DISTRIBUIDORA DE VEICULOS LTDA;244671366116;9-NAO CONTR;72.855.505/0009-04;(19) 3737 - 2008;(19) 3737 - 2008;VALDECIR/MARCELO-(19)3737-2000;;RUA DOUTOR DAVID VICENTE;240;BONFIM;;3509502;CAMPINAS;SP;13070-771;11-30490500 financeiro;"ALEXANDRE BANCO BRASIL AG:1914-3/CC 90000-1"
274;0-00274;N;;AUTO PECAS-ECONOMICAR;AUTO PECAS-ECONOMICAR;;9-NAO CONTR;;(16) 3368 - 9153;(16) 3368 - 6478;;;;;;;;SAO CARLOS;SP;13560-000;;"ATACADO-----33682822----CARMO 3368-8080/3368-3214"
275;0-00275;N;;RODONAVES TRANSPORTES E ENCOMENDAS LTDA;TRANSPORTE-RODONAVES (SAO CARLOS);582249216111;9-NAO CONTR;44.914.992/0001-38;(16) 2106 - 6850;;COMERCIAL2.604RTE.COM.BR;;R: DR.ARTUR RODRIGUES DE CASTRO, 974;;JD.SAO PAULO;;;SAO CARLOS;SP;13570-410;16-2108-4200 araraquara;"ROGERIO-9733-4208    RTE604RTE.COM.BR  ADIRLEI DONO 2645/12"
276;0-00276;N;;ACESSORIOS-FORCE;TECFORCE;;9-NAO CONTR;;(17) 3243 - 1067;;EDNEIA-017988331067;;R.IZIDORO PUPIN;;D.INDUSTRIAL;;3530300;MIRASSOL;SP;15035-260;;
277;0-00277;N;NULL;MECANICO-CLAUDERVAN ;MECANICO-CLAUDERVAN ;;9-NAO CONTR;;(__) 3368 - 5623;;;;;;;;;;;_____-___;;
279;0-00279;N;;LUBRIFICANTES-MAXLUB;LUBRIFICANTES-MAXLUB ;285076913114;9-NAO CONTR;04.235.922/0001-38;(19) 3583 - 8844;;019-92669366-WANDERSON;;AV.BOM JESUS ,864;;CENTRO;;;DESCALVADO;SP;13690-000;;
280;0-00280;N;NULL;FORD-FREDERICO ;FORD-FREDERICO ;;9-NAO CONTR;;(16) 2111 - 4982;;;;;;;;;;;_____-___;;
281;0-00281;N;NULL;IMPORTADOS-PLANET IMPORTS ;IMPORTADOS-PLANET IMPORTS ;;9-NAO CONTR;;(11) 5061 - 5700;;GILBERTO;;R.DO PARQUE,222;;;;;;;_____-___;;
282;0-00282;N;NULL;MANGELS;RODA-MANGELS IND.E COM.LTDA ;6931129090091;9-NAO CONTR;17.958.315/0010-30;(35) 3239 - 2277;;ELAINE- 0800 703 2388;;ROD.BR 381(FERNAO DIAS ) ,KM 699;;DISTRITO INDUSTRIAL;;;TRES CORACOES;MG;37410-000;wheels@mangels.com.br;CELSO-019-97492843
283;0-00283;N;;AUTO PECAS-3R;AUTO PECAS-3R;;9-NAO CONTR;;(16) 3368 - 5258;;;;R: RAIMUNDO CORREA, 1219;;VILA ALPES;;;SAO CARLOS;SP;13570-091;;
285;0-00285;N;NULL;PNEU-MAGNUM ;PNEU-MAGNUM ;;9-NAO CONTR;;;;DENIS;;;;;;;;;_____-___;;
288;0-00288;N;NULL;CAUTA FORMULARIOS;GRAFICA-CAUTA FORMULARIOS;;9-NAO CONTR;;(19) 3526 - 6666;(19) 3524 - 0077;SILVANO LUIS LANDI /FRANCIELI;;AVENIDA 16, 1794;;JD. SAO PAULO;;;RIO CLARO ;SP;13503-020;prova@cautaformulario.com.br;0800 125 677
289;0-00289;N;;MONOCENTER COMERCIO E REPARACAO AUTOMOTIVA LTDA;MONOCENTER COMERCIO E REPARACAO AUTOMOTIVA LTDA;;9-NAO CONTR;06.005.118/0001-99;(16) 3368 - 5391;;MARCELO 99781-8665;;AVENIDA GETULIO VARGAS;41;VILA LUTFALLA;;3548906;SAO CARLOS;SP;13570-390;;
291;0-00291;N;;RADIO-INTERSOM;RADIO-INTERSOM;;9-NAO CONTR;;(__) 3362 - 2141;;MARCOS FRANZO 99704-2928/99250-2435;;R. LOURENCO INOCENTINI, 610;;VL. NERY;;;SAO CARLOS;SP;13567-620;;B.BRASIL AG:295-X CC:4788-0 
292;0-00292;N;NULL;GM-CICAL VEICULOS LTDA;GM-CICAL VEICULOS LTDA;582436692115;9-NAO CONTR;01.722.061/0001-25;(16) 2102 - 3330;(16) 2102 - 7198;RICHARD-91415475/21027198;;AV.PRESIDENTE VARGAS,2395;;;;;RIB.PRETO;SP;_____-___;cicalrp@cicalrp.com.br;
293;0-00293;N;NULL;FINANCEIRA-BV ;FINANCEIRA-BV ;;9-NAO CONTR;;;;MARCAO-97613503;;;;;;;;;_____-___;;
294;0-00294;N;NULL;PROCOM ;PROCOM ;;9-NAO CONTR;;(__) 3307 - 6440;;;;;;;;;;;_____-___;;
295;0-00295;N;NULL;SCORRO IND.E COMERCIO LTDA;RODA-SCORRO ;432007779117;9-NAO CONTR;61.139.556/0001-58;(11) 3817 - 5200;(11) 3817 - 5200;WWW.VERDECUSTOMWHEELS.COM;;R.SALVATORE GRILL,151;;DISTRITO INDUSTRIAL;;;MAIRINQUE;SP;18120-000;vendas@scorro.com.br         ;SERGIO (19)9774-9368 / 7803-3487                  
296;0-00296;N;;RETIFICA CABECOTE-LABORATORIO CABECOTE;RETIFICA CABECOTE-LABORATORIO CABECOTE;;9-NAO CONTR;;(__) 3368 - 3733;;;;;;;;;SAO CARLOS;SP;13560-000;;
297;0-00297;N;NULL;RECEITA ;RECEITA ;;9-NAO CONTR;;;;;;;;;;;;;_____-___;;
298;0-00298;N;NULL;JOAO GERALDO- AREIERO;MATERIAIS P/CONSTRUCAO-AREIA;;9-NAO CONTR;;(16) 3368 - 5105;;;;;;;;;;;_____-___;;
299;0-00299;N;NULL;LUMINOSOS-CARISMA ;LUMINOSOS-CARISMA ;;9-NAO CONTR;;(19) 3441 - 8511;;;;R.ALGOAS ,690;;VILA CRSTOVAM;;;]LIMEIRA;SP;13480-540;clarcibertoni.com.br;
300;0-00300;N;NULL;FELMAC CARTUCHOS;CARTUCHOS/REMANF-FELMAC ;;9-NAO CONTR;;(16) 3501 - 4555;;;;;;;;;SAO CARLOS;SP;_____-___;;
301;0-00301;N;NULL;DESPACHANTE-TICO;DESPACHANTE-TICO;;9-NAO CONTR;;(16) 3412 - 5352;;;;;;;;;;;_____-___;;
302;0-00302;N;;VIA AUTO PECAS;VIA AUTO PECAS;;9-NAO CONTR;;(16) 3419 - 1987;;;;ENFRENTE A ELETROLUX;;PQ.ARNOLD SCHIMIDT;;;SAO CARLOS;SP;13560-000;;
2763;mai/63;N;NULL;MAMA MIA;DURIGAN E BARBIERI LTDA ME;391030044113;9-NAO CONTR;64.003.007/0001-40;;;;;RUI BARBOSA;181;CENTRO;;3524303;JABOTICABAL;SP;_____-___;;
303;0-00303;N;NULL;TATU S;ESTACA ROTATIVA-TATU ;INS MUNIC 050.6;9-NAO CONTR;;(16) 9111 - 2495;(16) 9194 - 7950;VALDIR;;RUA GERALDO BRETAS 370;;VL CONCEICAO;;;SAO CARLOS;SP;13572-543;;
304;0-00304;N;;MOTO-SUNDOMN ;MOTO-SUNDOMN ;;9-NAO CONTR;;(__) 3368 - 7484;;MATEUS;;;;;;;;;_____-___;;
305;0-00305;N;;GERDAU ACOS LONGOS S/A;FERRO-GERDAU ;;9-NAO CONTR;07.358.761/0001-69;(16) 3301 - 2900;;FACHINI;;;;;;;ARARAQUARA;SP;_____-___;;BRADESCO AG 003-5 /CONTA 177832-3
306;0-00306;N;;MATERIAIS P/CONSTRUCAO-TIJOLO;MATERIAIS P/CONSTRUCAO-TIJOLO;;9-NAO CONTR;;(__) 9711 - 7391;;PAULO;;;;;;;;;_____-___;;
307;0-00307;N;;MOTO-MAYOR YAMAHA ;MOTO-MAYOR YAMAHA ;;9-NAO CONTR;;(16) 2137 - 7300;;ADRIANA 81385869;;;;;;;;;_____-___;www.mayormotos.com.br;
309;0-00309;N;NULL;OFICINA PARA-CHOQUE E CIA;PARACHOQUE/CONSERTO-ADAO;;9-NAO CONTR;;(__) 3372 - 3388;;;;R.DA. ALEXANDRINA ,14;;CENTRO;;;SAO CARLOS;SP;13560-290;;
310;0-00310;N;;AMORTECEDORES/REMANF-CUNHA;AMORTECEDORES/REMANF-CUNHA;;9-NAO CONTR;;(16) 3308 - 1517;;CUNHA;;R.ALAMEDA DAL RI,631;;CENTRO;;;GAVIAO PEIXOTO;SP;_____-___;;
313;0-00313;N;;PNEUAC COM.E IMPORTADORA LTDA;PNEU-PIRELLI ;;9-NAO CONTR;;(16) 3610 - 6916;;8002852240;;AV.DR.FRANCISCO JUNQUEIRA ,1351;;;;;RIB.PRETO;SP;14085-310;;CELULAR-JUNIOR 981884646
314;0-00314;N;;MR COMERCIAL;DISTRIBUIDORA-MR ;;9-NAO CONTR;;(16) 3372 - 5632;;;;;;;;;SAO CARLOS;SP;_____-___;;
